date,open,high,low,close,volume,liquidity_usd,liquidity_base,market_cap_usd,market_cap_base
2025-03-10,3.67861379436855,3.78019890102702,3.52560124240954,3.57085736745055,18527644.3446472,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-09,3.84623037937972,3.89573722891566,3.65838656791975,3.67861379436855,11057555.7666282,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-08,3.86173131323439,3.90242307692308,3.81667709433296,3.84623037937972,8138465.24746582,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-07,3.92955240546294,4.0221430357945,3.78516061859683,3.86173131323439,21588935.311185,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-06,3.95817836353861,4.04682242990654,3.85246130979793,3.92955240546294,15734812.3950252,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-05,3.92349898575786,4.0233200423533,3.86201847861434,3.95817836353861,12489700.7142752,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-04,3.877413023232,3.96517806383566,3.7243531641605,3.92349898575786,20269599.593679,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-03,4.31193538924974,4.35174417899569,3.82277472428012,3.877413023232,22405317.3810046,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-02,3.88591747868932,4.33919234116247,3.70057768538187,4.31193538924974,24592058.4232091,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-01,3.92987146447648,3.9916006052076,3.73706782506208,3.88591747868932,8095773.32684523,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-28,3.8310014715405,3.93991783061942,3.64200812383378,3.92987146447648,21655705.3061329,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-27,3.79826510008584,3.90265820792905,3.76007681316917,3.8310014715405,11592188.7266827,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-26,3.93446353296072,3.9963222202579,3.71635726383732,3.79826510008584,16331797.1768144,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-25,3.90601560807807,3.98507034175806,3.74852819886471,3.93446353296072,20337851.0785483,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-24,4.20716723280504,4.23165000354221,3.87177284420054,3.90601560807807,26494550.7977799,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-23,4.24509702915932,4.25719,4.18059786166162,4.20716723280504,6718509.82611061,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-02-22,4.19064928123027,4.26997454545455,4.17425988566194,4.24509702915932,13130260.2359386,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501

