snapped_at,price,market_cap,total_volume
2024-10-28 00:00:00 UTC,3.520898213267365,0.0,43756193.84784007
2024-10-29 00:00:00 UTC,3.5495970516967406,0.0,69380172.26309235
2024-10-30 00:00:00 UTC,3.582499430418083,0.0,69357235.89776714
2024-10-31 00:00:00 UTC,3.574433843032812,0.0,51823792.06697981
2024-11-01 00:00:00 UTC,3.539019022198991,0.0,71255813.5128157
2024-11-02 00:00:00 UTC,3.5307559743623975,0.0,87935243.55471398
2024-11-03 00:00:00 UTC,3.5307854713525466,0.0,50244251.073398665
2024-11-04 00:00:00 UTC,3.5178158122967513,0.0,70548491.67623024
2024-11-05 00:00:00 UTC,3.4998894029926917,0.0,71562735.08965547
2024-11-06 00:00:00 UTC,3.5382068992204943,0.0,76905948.17393202
2024-11-07 00:00:00 UTC,3.72419870945765,0.0,132367000.67958324
2024-11-08 00:00:00 UTC,3.7841632243196415,0.0,78174284.9260558
2024-11-09 00:00:00 UTC,3.808647071022221,0.0,83342465.30294503
2024-11-10 00:00:00 UTC,3.8183515205836183,0.0,67696636.4588332
2024-11-11 00:00:00 UTC,3.892025400687371,0.0,140837855.4608815
2024-11-12 00:00:00 UTC,3.938428743314736,0.0,169798757.05364862
2024-11-13 00:00:00 UTC,3.9438602285322855,0.0,233564969.80466303
2024-11-14 00:00:00 UTC,3.976605881115798,0.0,217678608.88541582
2024-11-15 00:00:00 UTC,3.9296336337926556,0.0,173953986.12266
2024-11-16 00:00:00 UTC,4.050526691924488,0.0,134521057.79451895
2024-11-17 00:00:00 UTC,3.9624973318546752,0.0,108027184.2344437
2024-11-18 00:00:00 UTC,3.9977079661290347,0.0,169408354.03444165
2024-11-19 00:00:00 UTC,4.003475028835455,0.0,180190411.57080775
2024-11-20 00:00:00 UTC,3.9767941943646523,0.0,152876840.89780197
2024-11-21 00:00:00 UTC,3.9907286782651004,0.0,162767828.83202803
2024-11-22 00:00:00 UTC,4.072978825970975,0.0,187593038.8012815
2024-11-23 00:00:00 UTC,4.092360063465778,0.0,149449652.97460058
2024-11-24 00:00:00 UTC,4.117961236401974,0.0,107424229.15952468
2024-11-25 00:00:00 UTC,4.086659140895219,0.0,144590693.6922862
2024-11-26 00:00:00 UTC,4.065634230408005,0.0,181034433.2028748
2024-11-27 00:00:00 UTC,4.070872307801145,0.0,174917167.34948844
2024-11-28 00:00:00 UTC,4.121489677572494,0.0,139477605.51509142
